,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,location_id
1900,Massachusetts,US,2021-04-01 04:27:05,41.79228404,-71.10872211,59917,1637,,,"Bristol, Massachusetts, US",10600.707338951235,2.7321127559791045,148
1901,Massachusetts,US,2021-04-01 04:27:05,41.40674725,-70.68763497,2278,4,,,"Dukes and Nantucket, Massachusetts, US",7928.718109359229,0.1755926251097453,148
1902,Massachusetts,US,2021-04-01 04:27:05,42.6687626,-70.94687179,89306,2295,,,"Essex, Massachusetts, US",11318.396925861243,2.569816137773498,148
1904,Massachusetts,US,2021-04-01 04:27:05,42.13440424,-72.63235561,45841,1446,,,"Hampden, Massachusetts, US",9829.277915483775,3.154381448921271,148
1905,Massachusetts,US,2021-04-01 04:27:05,42.33997957,-72.65898478,8327,284,,,"Hampshire, Massachusetts, US",5177.516632469066,3.4105920499579683,148
1906,Massachusetts,US,2021-04-01 04:27:05,42.48607732,-71.39049229,122222,3645,,,"Middlesex, Massachusetts, US",7583.4259374734365,2.9822781495966355,148
1907,Massachusetts,US,2021-04-01 04:27:05,42.16073095,-71.20530408,49961,1721,,,"Norfolk, Massachusetts, US",7068.869159209084,3.444686855747483,148
1908,Massachusetts,US,2021-04-01 04:27:05,41.94070556,-70.80802823,44164,1379,,,"Plymouth, Massachusetts, US",8473.490124750097,3.1224526763880083,148
1909,Massachusetts,US,2021-04-01 04:27:05,42.3279514,-71.07850442,84646,1788,,,"Suffolk, Massachusetts, US",10529.327397323324,2.112326630909908,148
1910,Massachusetts,US,2021-04-01 04:27:05,,,38639,8,,,"Unassigned, Massachusetts, US",,0.02070446957737,148
1911,Massachusetts,US,2021-04-01 04:27:05,42.35026951,-71.90493363,70407,2151,,,"Worcester, Massachusetts, US",8476.418876456439,3.055093953726192,148
1914,Michigan,US,2021-04-01 04:27:05,42.59147037,-85.89102866,8273,118,,,"Allegan, Michigan, US",7006.207603255392,1.42632660461743,148
1919,Michigan,US,2021-04-01 04:27:05,42.59513984,-85.30834519,4236,52,,,"Barry, Michigan, US",6882.209585702681,1.2275731822474032,148
1920,Michigan,US,2021-04-01 04:27:05,43.70639106,-83.98731479,8303,307,,,"Bay, Michigan, US",8051.315866027966,3.697458749849452,148
1922,Michigan,US,2021-04-01 04:27:05,41.95447397,-86.41313079999998,12764,251,,,"Berrien, Michigan, US",8320.675875646182,1.966468191789408,148
1923,Michigan,US,2021-04-01 04:27:05,41.91600556,-85.05929476,4006,88,,,"Branch, Michigan, US",9205.597812349197,2.1967049425861207,148
1924,Michigan,US,2021-04-01 04:27:05,42.24633834,-85.00493569,11166,246,,,"Calhoun, Michigan, US",8322.960069767962,2.203116603976357,148
1925,Michigan,US,2021-04-01 04:27:05,41.91522292,-85.99405727,4592,68,,,"Cass, Michigan, US",8867.09019638133,1.480836236933798,148
1928,Michigan,US,2021-04-01 04:27:05,46.29552653,-84.54353449,2032,30,,,"Chippewa, Michigan, US",5440.574044820477,1.4763779527559056,148
1930,Michigan,US,2021-04-01 04:27:05,42.94400871,-84.60145248,5940,75,,,"Clinton, Michigan, US",7462.780325397324,1.2626262626262623,148
1932,Michigan,US,2021-04-01 04:27:05,45.90484910000001,-86.9080745,3306,86,,,"Delta, Michigan, US",9238.765928906774,2.601330913490623,148
1933,Michigan,US,2021-04-01 04:27:05,46.00999672,-87.86961634,2447,71,,,"Dickinson, Michigan, US",9695.31280954079,2.901512055578259,148
1934,Michigan,US,2021-04-01 04:27:05,42.59599185,-84.83740035,7583,161,,,"Eaton, Michigan, US",6876.881778938586,2.123170249241725,148
1937,Michigan,US,2021-04-01 04:27:05,43.02244215,-83.70589709,30311,779,,,"Genesee, Michigan, US",7469.203795836999,2.570024083665996,148
1940,Michigan,US,2021-04-01 04:27:05,44.69565625,-85.55585247,4981,77,,,"Grand Traverse, Michigan, US",5350.850807837745,1.5458743224252158,148
1941,Michigan,US,2021-04-01 04:27:05,43.29265605,-84.60505416,2985,105,,,"Gratiot, Michigan, US",7332.170666404657,3.5175879396984926,148
1942,Michigan,US,2021-04-01 04:27:05,41.88753639,-84.59312019,3664,79,,,"Hillsdale, Michigan, US",8034.206775572854,2.156113537117904,148
1943,Michigan,US,2021-04-01 04:27:05,46.89988536,-88.68495385,2828,40,,,"Houghton, Michigan, US",7925.120502185853,1.4144271570014144,148
1944,Michigan,US,2021-04-01 04:27:05,43.83353985,-83.04078453,2991,62,,,"Huron, Michigan, US",9654.304250992544,2.0728853226345705,148
1945,Michigan,US,2021-04-01 04:27:05,42.59716886,-84.37472069,19426,301,,,"Ingham, Michigan, US",6643.502527307921,1.549469782765366,148
1946,Michigan,US,2021-04-01 04:27:05,42.94502238,-85.07413319,4561,74,,,"Ionia, Michigan, US",7049.785925158817,1.6224512168384126,148
1949,Michigan,US,2021-04-01 04:27:05,43.64060976,-84.84664923,4436,77,,,"Isabella, Michigan, US",6348.7520036638425,1.7357980162308386,148
1950,Michigan,US,2021-04-01 04:27:05,42.24807035,-84.42258681,11592,232,,,"Jackson, Michigan, US",7313.103274241373,2.001380262249828,148
1951,Michigan,US,2021-04-01 04:27:05,42.24542231,-85.53038622,17290,327,,,"Kalamazoo, Michigan, US",6522.903729637147,1.8912666281087327,148
1953,Michigan,US,2021-04-01 04:27:05,43.03197711,-85.54934642,56565,741,,,"Kent, Michigan, US",8610.17877936845,1.3099973481835057,148
1956,Michigan,US,2021-04-01 04:27:05,43.09052506,-83.22153148,6439,134,,,"Lapeer, Michigan, US",7349.8693026812925,2.081068488895791,148
1958,Michigan,US,2021-04-01 04:27:05,41.89475156,-84.06603727,6993,130,,,"Lenawee, Michigan, US",7103.025870737727,1.859001859001859,148
1959,Michigan,US,2021-04-01 04:27:05,42.60302282,-83.91297209,12303,153,,,"Livingston, Michigan, US",6407.979374462877,1.2435991221653255,148
1962,Michigan,US,2021-04-01 04:27:05,42.69158356,-82.92752801,72578,2025,,,"Macomb, Michigan, US",8304.385037506923,2.790101683705806,148
1964,Michigan,US,2021-04-01 04:27:05,46.4338914,-87.64043701,4237,56,,,"Marquette, Michigan, US",6352.419076747778,1.321689874911494,148
1966,Michigan,US,2021-04-01 04:27:05,43.64064262,-85.32463223,2255,22,,,"Mecosta, Michigan, US",5189.515108277909,0.975609756097561,148
1968,Michigan,US,2021-04-01 04:27:05,,,25928,149,,,"Michigan Department of Corrections (MDOC), Michigan, US",,0.5746683122493058,148
1969,Michigan,US,2021-04-01 04:27:05,43.64330771,-84.38804374,5582,69,,,"Midland, Michigan, US",6712.684592813507,1.2361160874238624,148
1971,Michigan,US,2021-04-01 04:27:05,41.92734151,-83.53749864,11584,212,,,"Monroe, Michigan, US",7697.009966777408,1.830110497237569,148
1972,Michigan,US,2021-04-01 04:27:05,43.31082541,-85.15252824,3969,90,,,"Montcalm, Michigan, US",6212.434259954921,2.2675736961451247,148
1974,Michigan,US,2021-04-01 04:27:05,43.29123859,-86.15176712,11250,307,,,"Muskegon, Michigan, US",6481.684200822741,2.7288888888888887,148
1975,Michigan,US,2021-04-01 04:27:05,43.554374,-85.80070107,3348,54,,,"Newaygo, Michigan, US",6835.443037974684,1.6129032258064515,148
1976,Michigan,US,2021-04-01 04:27:05,42.66090111,-83.38595416,87871,2060,,,"Oakland, Michigan, US",6987.286733927913,2.344345688566193,148
1977,Michigan,US,2021-04-01 04:27:05,43.64124435,-86.26726673,2022,51,,,"Oceana, Michigan, US",7639.702270752257,2.522255192878338,148
1983,Michigan,US,2021-04-01 04:27:05,42.95996803,-85.9969107,24830,364,,,"Ottawa, Michigan, US",8508.37816537025,1.4659685863874343,148
1987,Michigan,US,2021-04-01 04:27:05,43.33433923,-84.05131209999998,16222,532,,,"Saginaw, Michigan, US",8513.742593379833,3.279496979410677,148
1988,Michigan,US,2021-04-01 04:27:05,43.42406072,-82.82055898,2971,84,,,"Sanilac, Michigan, US",7216.419723099344,2.82733086502861,148
1990,Michigan,US,2021-04-01 04:27:05,42.95392800000001,-84.14585902,4465,84,,,"Shiawassee, Michigan, US",6554.41707524735,1.8812989921612544,148
1991,Michigan,US,2021-04-01 04:27:05,42.92655373,-82.67937954,12103,278,,,"St. Clair, Michigan, US",7605.826755819215,2.29695116913162,148
1992,Michigan,US,2021-04-01 04:27:05,41.91441767,-85.52797979,5156,91,,,"St. Joseph, Michigan, US",8457.450298536842,1.764934057408844,148
1993,Michigan,US,2021-04-01 04:27:05,43.46606813,-83.41897025,4009,141,,,"Tuscola, Michigan, US",7673.461575270361,3.517086555250686,148
1995,Michigan,US,2021-04-01 04:27:05,42.25190229,-86.01939087,5566,99,,,"Van Buren, Michigan, US",7354.94271707388,1.7786561264822134,148
1996,Michigan,US,2021-04-01 04:27:05,42.253105,-83.83853204,20946,249,,,"Washtenaw, Michigan, US",5698.025848678322,1.1887711257519336,148
1997,Michigan,US,2021-04-01 04:27:05,42.28098405,-83.281255,118987,4256,,,"Wayne, Michigan, US",6801.810736945242,3.576861337793204,148
1998,Michigan,US,2021-04-01 04:27:05,44.33853602,-85.57712739,2038,25,,,"Wexford, Michigan, US",6059.885224941275,1.2266928361138372,148
2000,Minnesota,US,2021-04-01 04:27:05,45.27476015,-93.24604565,35529,407,,,"Anoka, Minnesota, US",9954.303613404649,1.1455430774859974,148
2001,Minnesota,US,2021-04-01 04:27:05,46.93479392,-95.67158144,3287,48,,,"Becker, Minnesota, US",9548.848153850624,1.4602981442044418,148
2002,Minnesota,US,2021-04-01 04:27:05,47.97373527,-94.93732139,3554,54,,,"Beltrami, Minnesota, US",7531.575824362126,1.5194147439504784,148
2003,Minnesota,US,2021-04-01 04:27:05,45.69804958,-93.99514135,4929,95,,,"Benton, Minnesota, US",12054.586808188022,1.9273686346114831,148
2005,Minnesota,US,2021-04-01 04:27:05,44.03554215,-94.06699781,6530,39,,,"Blue Earth, Minnesota, US",9652.195763676407,0.5972434915773354,148
2006,Minnesota,US,2021-04-01 04:27:05,44.24205652,-94.72562874,2761,39,,,"Brown, Minnesota, US",11040.467050543826,1.4125316914161536,148
2007,Minnesota,US,2021-04-01 04:27:05,46.59180601,-92.67601019,3145,51,,,"Carlton, Minnesota, US",8767.528086755317,1.6216216216216215,148
2008,Minnesota,US,2021-04-01 04:27:05,44.82017001,-93.8009918,8821,41,,,"Carver, Minnesota, US",8393.83760431634,0.4647999093073348,148
2009,Minnesota,US,2021-04-01 04:27:05,46.95043611,-94.32603968,2312,26,,,"Cass, Minnesota, US",7763.860438564089,1.1245674740484428,148
2011,Minnesota,US,2021-04-01 04:27:05,45.5021011,-92.90861945,5219,48,,,"Chisago, Minnesota, US",9224.270489050708,0.9197164207702624,148
2012,Minnesota,US,2021-04-01 04:27:05,46.89289518,-96.48761922,7356,89,,,"Clay, Minnesota, US",11454.01887203762,1.2098966829798803,148
2016,Minnesota,US,2021-04-01 04:27:05,46.48096553,-94.06755609,5540,85,,,"Crow Wing, Minnesota, US",8515.871185919606,1.5342960288808665,148
2017,Minnesota,US,2021-04-01 04:27:05,44.67172617,-93.06299363,39331,409,,,"Dakota, Minnesota, US",9167.616503621037,1.039892196994737,148
2019,Minnesota,US,2021-04-01 04:27:05,45.93348491,-95.45335469,4157,70,,,"Douglas, Minnesota, US",10899.03253716473,1.6839066634592257,148
2022,Minnesota,US,2021-04-01 04:27:05,43.67385583,-93.34884422,3080,27,,,"Freeborn, Minnesota, US",10171.39460387702,0.8766233766233766,148
2023,Minnesota,US,2021-04-01 04:27:05,44.40849741,-92.7234195,4174,70,,,"Goodhue, Minnesota, US",9007.337073802331,1.6770483948251078,148
2025,Minnesota,US,2021-04-01 04:27:05,45.00761521,-93.47694895,108017,1646,,,"Hennepin, Minnesota, US",8533.206724688607,1.5238342112815575,148
2028,Minnesota,US,2021-04-01 04:27:05,45.56181234,-93.29487636,3348,58,,,"Isanti, Minnesota, US",8247.11794265445,1.7323775388291518,148
2029,Minnesota,US,2021-04-01 04:27:05,47.51009045,-93.63092229,3420,51,,,"Itasca, Minnesota, US",7578.107688898737,1.4912280701754386,148
2032,Minnesota,US,2021-04-01 04:27:05,45.1526059,-95.00586446,6050,79,,,"Kandiyohi, Minnesota, US",14004.953818375425,1.3057851239669422,148
2038,Minnesota,US,2021-04-01 04:27:05,44.37136597,-93.72844721,2545,22,,,"Le Sueur, Minnesota, US",8810.191435593866,0.8644400785854617,148
2040,Minnesota,US,2021-04-01 04:27:05,44.41327865,-95.83806103,3295,47,,,"Lyon, Minnesota, US",12934.75700714454,1.4264036418816388,148
2043,Minnesota,US,2021-04-01 04:27:05,43.67429718,-94.55099908,2031,29,,,"Martin, Minnesota, US",10318.549001676574,1.427868045297883,148
2044,Minnesota,US,2021-04-01 04:27:05,44.82367677,-94.27287017,3647,54,,,"McLeod, Minnesota, US",10160.755579082272,1.4806690430490814,148
2045,Minnesota,US,2021-04-01 04:27:05,45.12328869,-94.52839455,2188,37,,,"Meeker, Minnesota, US",9422.0997330118,1.6910420475319927,148
2046,Minnesota,US,2021-04-01 04:27:05,45.93705297,-93.63236823,2531,47,,,"Mille Lacs, Minnesota, US",9631.99756440994,1.856973528249704,148
2047,Minnesota,US,2021-04-01 04:27:05,46.01265363,-94.27341528,3643,55,,,"Morrison, Minnesota, US",10911.759420116216,1.5097447158934945,148
2048,Minnesota,US,2021-04-01 04:27:05,43.67142874,-92.75234549,4366,31,,,"Mower, Minnesota, US",10898.107932704308,0.7100320659642694,148
2050,Minnesota,US,2021-04-01 04:27:05,44.35291112,-94.24710352,2840,42,,,"Nicollet, Minnesota, US",8286.164439516835,1.4788732394366195,148
2051,Minnesota,US,2021-04-01 04:27:05,43.67434621,-95.75329576,3923,47,,,"Nobles, Minnesota, US",18137.68551481807,1.198062707111904,148
2053,Minnesota,US,2021-04-01 04:27:05,44.00374114,-92.40209944,12344,94,,,"Olmsted, Minnesota, US",7798.197014397352,0.76150356448477,148
2054,Minnesota,US,2021-04-01 04:27:05,46.40846929,-95.70835255,5141,71,,,"Otter Tail, Minnesota, US",8751.234126578831,1.3810542695973549,148
2056,Minnesota,US,2021-04-01 04:27:05,46.12105238,-92.74070188,2975,20,,,"Pine, Minnesota, US",10057.8112850333,0.6722689075630253,148
2058,Minnesota,US,2021-04-01 04:27:05,47.77372465,-96.40134647,3531,66,,,"Polk, Minnesota, US",11258.130340517791,1.8691588785046729,148
2060,Minnesota,US,2021-04-01 04:27:05,45.01625271,-93.09872295,45179,840,,,"Ramsey, Minnesota, US",8209.572231479446,1.8592709001969945,148
2064,Minnesota,US,2021-04-01 04:27:05,44.3543376,-93.29658715,7131,98,,,"Rice, Minnesota, US",10647.733381114496,1.3742813069695694,148
2067,Minnesota,US,2021-04-01 04:27:05,44.6490231,-93.53340251,14697,112,,,"Scott, Minnesota, US",9862.89786797125,0.7620602844117847,148
2068,Minnesota,US,2021-04-01 04:27:05,45.44447208,-93.77617511,9582,78,,,"Sherburne, Minnesota, US",9854.172237191222,0.8140262993112085,148
2070,Minnesota,US,2021-04-01 04:27:05,47.6048407,-92.46879855,15802,289,,,"St. Louis, Minnesota, US",7937.911287486813,1.828882419946842,148
2071,Minnesota,US,2021-04-01 04:27:05,45.55192576,-94.61078221,19867,209,,,"Stearns, Minnesota, US",12334.005897873662,1.0519957718830222,148
2072,Minnesota,US,2021-04-01 04:27:05,44.02240351,-93.22627088,3345,11,,,"Steele, Minnesota, US",9127.124887445769,0.3288490284005979,148
2075,Minnesota,US,2021-04-01 04:27:05,46.06996226,-94.89785296,2597,30,,,"Todd, Minnesota, US",10529.516704508596,1.155179052753177,148
2080,Minnesota,US,2021-04-01 04:27:05,44.02211116,-93.58720034,2211,20,,,"Waseca, Minnesota, US",11879.432624113477,0.9045680687471732,148
2081,Minnesota,US,2021-04-01 04:27:05,45.03864533,-92.88429635,23368,272,,,"Washington, Minnesota, US",8904.130467916477,1.1639849366655255,148
2084,Minnesota,US,2021-04-01 04:27:05,43.98772283,-91.78081305,4301,49,,,"Winona, Minnesota, US",8519.530940495999,1.1392699372239017,148
2085,Minnesota,US,2021-04-01 04:27:05,45.17297924,-93.96234781,13558,122,,,"Wright, Minnesota, US",9797.871033480998,0.8998377341790824,148
2087,Mississippi,US,2021-04-01 04:27:05,31.47669768,-91.35326037,2429,82,,,"Adams, Mississippi, US",7913.856579676148,3.3758748456154795,148
2088,Mississippi,US,2021-04-01 04:27:05,34.88084463,-88.57996173,2956,63,,,"Alcorn, Mississippi, US",7999.350526344275,2.1312584573748308,148
2090,Mississippi,US,2021-04-01 04:27:05,33.08658803,-89.57838564,2128,73,,,"Attala, Mississippi, US",11709.03488500055,3.430451127819549,148
2092,Mississippi,US,2021-04-01 04:27:05,33.79696941,-90.87372121,4755,127,,,"Bolivar, Mississippi, US",15525.009794958862,2.6708727655099893,148
2095,Mississippi,US,2021-04-01 04:27:05,33.91983202,-88.9481545,2033,56,,,"Chickasaw, Mississippi, US",11886.803484768754,2.754549926217413,148
2100,Mississippi,US,2021-04-01 04:27:05,34.22772299,-90.60415045,2881,76,,,"Coahoma, Mississippi, US",13022.057494124028,2.637972926067338,148
2101,Mississippi,US,2021-04-01 04:27:05,31.86977774,-90.44565118,2903,62,,,"Copiah, Mississippi, US",10343.844646356672,2.135721667240785,148
2102,Mississippi,US,2021-04-01 04:27:05,31.63225413,-89.55389939,2533,80,,,"Covington, Mississippi, US",13591.972526293195,3.1583103039873666,148
2103,Mississippi,US,2021-04-01 04:27:05,34.87625235,-89.99091418,20531,247,,,"DeSoto, Mississippi, US",11101.13817621455,1.2030587891481177,148
2104,Mississippi,US,2021-04-01 04:27:05,31.18961454,-89.25832496,7479,144,,,"Forrest, Mississippi, US",9985.713713499874,1.9253910950661848,148
2106,Mississippi,US,2021-04-01 04:27:05,30.86259065,-88.64436789,2367,46,,,"George, Mississippi, US",9661.22448979592,1.943388255175328,148
2108,Mississippi,US,2021-04-01 04:27:05,33.77036166,-89.80245083,2529,80,,,"Grenada, Mississippi, US",12183.254648810098,3.163305654408857,148
2109,Mississippi,US,2021-04-01 04:27:05,30.41830223,-89.48851033,3676,84,,,"Hancock, Mississippi, US",7717.500839771582,2.2850924918389555,148
2110,Mississippi,US,2021-04-01 04:27:05,30.51359752,-89.12467576,17356,299,,,"Harrison, Mississippi, US",8341.022683583236,1.7227471767688407,148
2111,Mississippi,US,2021-04-01 04:27:05,32.2656285,-90.44435448,19684,404,,,"Hinds, Mississippi, US",8490.338164251209,2.052428368217842,148
2115,Mississippi,US,2021-04-01 04:27:05,34.27993475,-88.3606733,2952,76,,,"Itawamba, Mississippi, US",12620.778110303549,2.5745257452574526,148
2116,Mississippi,US,2021-04-01 04:27:05,30.54020656,-88.64184064,13028,241,,,"Jackson, Mississippi, US",9071.349492051777,1.8498618360454409,148
2117,Mississippi,US,2021-04-01 04:27:05,32.01922104,-89.11786866,2192,47,,,"Jasper, Mississippi, US",13379.722883476774,2.144160583941606,148
2120,Mississippi,US,2021-04-01 04:27:05,31.62257767,-89.16896899999998,8247,158,,,"Jones, Mississippi, US",12110.487826367882,1.915848187219595,148
2122,Mississippi,US,2021-04-01 04:27:05,34.35687874,-89.48490961,5938,116,,,"Lafayette, Mississippi, US",10992.428589940577,1.9535197036039071,148
2123,Mississippi,US,2021-04-01 04:27:05,31.20572971,-89.5077704,6053,84,,,"Lamar, Mississippi, US",9555.909887438233,1.3877416157277382,148
2124,Mississippi,US,2021-04-01 04:27:05,32.40419769,-88.66229662,7064,234,,,"Lauderdale, Mississippi, US",9529.848229342328,3.3125707814269534,148
2126,Mississippi,US,2021-04-01 04:27:05,32.7536828,-89.52402044,2595,73,,,"Leake, Mississippi, US",11388.571930132535,2.813102119460501,148
2127,Mississippi,US,2021-04-01 04:27:05,34.291877500000005,-88.68149954,9808,169,,,"Lee, Mississippi, US",11479.938199353905,1.723083197389886,148
2128,Mississippi,US,2021-04-01 04:27:05,33.55545125,-90.29900733,3460,124,,,"Leflore, Mississippi, US",12276.904516907356,3.5838150289017343,148
2129,Mississippi,US,2021-04-01 04:27:05,31.53288662,-90.45391915,3848,107,,,"Lincoln, Mississippi, US",11266.945802711329,2.7806652806652807,148
2130,Mississippi,US,2021-04-01 04:27:05,33.47386518,-88.44191529999998,6228,144,,,"Lowndes, Mississippi, US",10628.893250277328,2.3121387283237,148
2131,Mississippi,US,2021-04-01 04:27:05,32.63389156,-90.03513564,9816,208,,,"Madison, Mississippi, US",9236.675700090334,2.1189894050529747,148
2132,Mississippi,US,2021-04-01 04:27:05,31.23132643,-89.8209217,2640,79,,,"Marion, Mississippi, US",10743.498962275668,2.992424242424242,148
2133,Mississippi,US,2021-04-01 04:27:05,34.76216286,-89.50299462,4228,99,,,"Marshall, Mississippi, US",11979.373264577547,2.3415326395458846,148
2134,Mississippi,US,2021-04-01 04:27:05,33.89236763,-88.4808438,4047,131,,,"Monroe, Mississippi, US",11480.199704981278,3.236965653570546,148
2137,Mississippi,US,2021-04-01 04:27:05,32.40021118,-89.11843336,2425,57,,,"Newton, Mississippi, US",11537.729565134649,2.350515463917526,148
2139,Mississippi,US,2021-04-01 04:27:05,33.42491685,-88.87905132,4520,97,,,"Oktibbeha, Mississippi, US",9115.292314517916,2.146017699115044,148
2140,Mississippi,US,2021-04-01 04:27:05,34.36398677,-89.95064249,4418,103,,,"Panola, Mississippi, US",12921.15114646701,2.331371661385242,148
2141,Mississippi,US,2021-04-01 04:27:05,30.77090935,-89.58677275,4380,137,,,"Pearl River, Mississippi, US",7886.918159719096,3.127853881278539,148
2143,Mississippi,US,2021-04-01 04:27:05,31.17507789,-90.40392572,3145,101,,,"Pike, Mississippi, US",8004.9888006515985,3.2114467408585057,148
2144,Mississippi,US,2021-04-01 04:27:05,34.226046000000004,-89.03636807,4152,72,,,"Pontotoc, Mississippi, US",12904.82998694598,1.7341040462427746,148
2145,Mississippi,US,2021-04-01 04:27:05,34.61810501,-88.51986294,2743,59,,,"Prentiss, Mississippi, US",10916.978428719254,2.1509296390812978,148
2147,Mississippi,US,2021-04-01 04:27:05,32.26469147,-89.94537876,13220,274,,,"Rankin, Mississippi, US",8514.14623464781,2.0726172465960664,148
2148,Mississippi,US,2021-04-01 04:27:05,32.406704100000006,-89.53789439,3070,72,,,"Scott, Mississippi, US",10915.94367799744,2.345276872964169,148
2150,Mississippi,US,2021-04-01 04:27:05,31.91282117,-89.91716179,2855,84,,,"Simpson, Mississippi, US",10709.7306624653,2.942206654991244,148
2153,Mississippi,US,2021-04-01 04:27:05,33.60192578,-90.58882684,3271,88,,,"Sunflower, Mississippi, US",13026.68259657507,2.6903087740752065,148
2155,Mississippi,US,2021-04-01 04:27:05,34.65133709,-89.94485778,3194,80,,,"Tate, Mississippi, US",11277.8503583913,2.504696305572949,148
2156,Mississippi,US,2021-04-01 04:27:05,34.76872156,-88.90988194,2830,68,,,"Tippah, Mississippi, US",12854.87167840109,2.402826855123675,148
2157,Mississippi,US,2021-04-01 04:27:05,34.74023475,-88.23917219,2209,67,,,"Tishomingo, Mississippi, US",11396.584636021256,3.033046627433228,148
2160,Mississippi,US,2021-04-01 04:27:05,34.49162015,-89.00776006,4008,74,,,"Union, Mississippi, US",13909.422175950023,1.8463073852295409,148
2162,Mississippi,US,2021-04-01 04:27:05,32.35810271,-90.83352619,4248,117,,,"Warren, Mississippi, US",9360.745686520791,2.754237288135593,148
2163,Mississippi,US,2021-04-01 04:27:05,33.28392041,-90.94196237,5264,132,,,"Washington, Mississippi, US",11988.430617868777,2.507598784194529,148
2164,Mississippi,US,2021-04-01 04:27:05,31.64135687,-88.69573913,2607,41,,,"Wayne, Mississippi, US",12916.811177723826,1.5726889144610663,148
2167,Mississippi,US,2021-04-01 04:27:05,33.08747908,-89.03391385,2253,80,,,"Winston, Mississippi, US",12548.036758563074,3.550821127385708,148
2169,Mississippi,US,2021-04-01 04:27:05,32.77890365,-90.39656148,3027,67,,,"Yazoo, Mississippi, US",10195.35197036039,2.213412619755533,148
2170,Missouri,US,2021-04-01 04:27:05,40.19058551,-92.60078167,2399,18,,,"Adair, Missouri, US",9466.124768180563,0.7503126302626094,148
2173,Missouri,US,2021-04-01 04:27:05,39.215877,-91.84242683,2763,57,,,"Audrain, Missouri, US",10883.094375295415,2.0629750271444083,148
2174,Missouri,US,2021-04-01 04:27:05,36.70978521,-93.82919888,2889,45,,,"Barry, Missouri, US",8072.312721786024,1.557632398753894,148
2179,Missouri,US,2021-04-01 04:27:05,38.99186229,-92.30723575,17564,86,,,"Boone, Missouri, US",9732.74299995013,0.4896378956957413,148
2180,Missouri,US,2021-04-01 04:27:05,39.65816401,-94.80138942,9251,141,,,"Buchanan, Missouri, US",10589.02980632755,1.5241595503188845,148
2181,Missouri,US,2021-04-01 04:27:05,36.71462476,-90.40421163,4139,39,,,"Butler, Missouri, US",9743.867413720043,0.9422565837158734,148
2183,Missouri,US,2021-04-01 04:27:05,38.83674754,-91.92186505,4899,47,,,"Callaway, Missouri, US",10949.198757347518,0.9593794651969788,148
2184,Missouri,US,2021-04-01 04:27:05,38.02199522,-92.76083747,4006,85,,,"Camden, Missouri, US",8651.333549292733,2.121817274088867,148
2185,Missouri,US,2021-04-01 04:27:05,37.38489388,-89.6843587,8892,131,,,"Cape Girardeau, Missouri, US",11274.105818361628,1.47323436797121,148
2188,Missouri,US,2021-04-01 04:27:05,38.64789422,-94.353399,8946,99,,,"Cass, Missouri, US",8457.175269427113,1.1066398390342052,148
2191,Missouri,US,2021-04-01 04:27:05,36.9711783,-93.18537118,8295,88,,,"Christian, Missouri, US",9362.830859529318,1.0608800482218204,148
2193,Missouri,US,2021-04-01 04:27:05,39.31132056,-94.41850862,9815,159,,,"Clay, Missouri, US",3926.816777889801,1.619969434538971,148
2194,Missouri,US,2021-04-01 04:27:05,39.6013098,-94.40465394,2036,65,,,"Clinton, Missouri, US",9986.7562662481,3.192534381139489,148
2195,Missouri,US,2021-04-01 04:27:05,38.50455671,-92.27860244,9031,121,,,"Cole, Missouri, US",11767.541859404522,1.3398294762484777,148
2197,Missouri,US,2021-04-01 04:27:05,37.97663738,-91.30528104,2494,35,,,"Crawford, Missouri, US",10426.421404682274,1.4033680834001605,148
2204,Missouri,US,2021-04-01 04:27:05,36.27167174,-90.09122243,2751,19,,,"Dunklin, Missouri, US",9443.548110260546,0.6906579425663395,148
2205,Missouri,US,2021-04-01 04:27:05,38.41127108,-91.07522826,10397,177,,,"Franklin, Missouri, US",10000.28855309858,1.702414157930172,148
2208,Missouri,US,2021-04-01 04:27:05,37.2575872,-93.34230916,27693,451,,,"Greene, Missouri, US",9448.762479272296,1.6285703968511898,148
2211,Missouri,US,2021-04-01 04:27:05,38.38482826,-93.79293734,2010,38,,,"Henry, Missouri, US",9210.043988269796,1.890547263681592,148
2215,Missouri,US,2021-04-01 04:27:05,36.77383887,-91.88683935,3482,43,,,"Howell, Missouri, US",8679.612134506568,1.234922458357266,148
2217,Missouri,US,2021-04-01 04:27:05,39.01002188,-94.34724536,37221,407,,,"Jackson, Missouri, US",5294.511750171761,1.0934687407646222,148
2218,Missouri,US,2021-04-01 04:27:05,37.20351921,-94.34050458,15329,231,,,"Jasper, Missouri, US",12634.34656468416,1.5069476156305042,148
2219,Missouri,US,2021-04-01 04:27:05,38.25926778,-90.53870896,22099,234,,,"Jefferson, Missouri, US",9818.243210222096,1.0588714421467034,148
2220,Missouri,US,2021-04-01 04:27:05,38.74719601,-93.80691168,4922,49,,,"Johnson, Missouri, US",9104.361658836153,0.995530272247054,148
2221,Missouri,US,2021-04-01 04:27:05,39.0997,-94.5786,42550,555,,,"Kansas City, Missouri, US",8702.445888375536,1.3043478260869563,148
